Country,Points,Price,Province,Region,Variety
US,87,30.0,California,Green Valley,Pinot Noir
US,87,16.0,California,Sonoma County,Merlot
US,87,130.0,California,Rutherford,Cabernet Sauvignon
US,87,22.0,California,Santa Ynez Valley,Sauvignon Blanc
US,87,50.0,California,Carneros,Chardonnay
US,86,19.0,California,Monterey,Merlot
US,86,11.0,California,Monterey,Riesling
US,86,14.0,California,Monterey,Chardonnay
US,92,80.0,California,St. Helena,Cabernet Sauvignon
US,92,36.0,California,Mendocino County,Cabernet Sauvignon
US,92,75.0,California,Paso Robles,Red Blend
US,92,28.0,California,Napa Valley,Cabernet Sauvignon
US,91,60.0,California,Napa Valley,Meritage
US,91,80.0,California,Rutherford,Cabernet Sauvignon
US,91,46.0,California,Rutherford,Cabernet Sauvignon
US,91,75.0,California,Rutherford,Cabernet Sauvignon
US,91,62.0,California,Stags Leap District,Cabernet Sauvignon
US,91,80.0,California,St. Helena,Cabernet Sauvignon
US,91,80.0,California,Napa Valley,Cabernet Sauvignon
US,91,75.0,California,Napa Valley,Red Blend
US,91,35.0,California,Napa Valley,Cabernet Sauvignon
US,91,75.0,California,Napa Valley,Merlot-Cabernet Sauvignon
US,91,30.0,California,Alexander Valley,Cabernet Sauvignon
US,91,25.0,California,Sonoma Mountain,Cabernet Sauvignon
US,91,80.0,California,Howell Mountain,Cabernet Sauvignon
US,85,33.0,California,Russian River Valley,Syrah
US,85,36.0,California,Napa Valley,Zinfandel
US,85,30.0,California,Sonoma Coast,Pinotage
US,85,30.0,California,Sonoma Mountain,Chardonnay
US,85,30.0,Washington,Wahluke Slope,Counoise
US,85,14.0,Washington,Columbia Valley (WA),Sauvignon Blanc
US,85,24.0,Washington,Walla Walla Valley (WA),Syrah
US,85,28.0,California,Sonoma Valley,Zinfandel
US,85,20.0,California,California,Rosé
US,85,30.0,California,Monterey County,Chardonnay
US,88,15.0,New York,Finger Lakes,Rkatsiteli
US,88,25.0,California,Edna Valley,Pinot Noir
US,88,30.0,California,Central Coast,Petit Verdot
US,88,22.0,California,Central Coast,Viognier
US,88,22.0,New York,Finger Lakes,Bordeaux-style Red Blend
US,88,43.0,New York,Lake Erie,Vidal Blanc
US,88,13.0,Washington,Columbia Valley (WA),Sauvignon Blanc
US,88,40.0,California,Lake County,Bordeaux-style Red Blend
US,88,16.0,New York,Finger Lakes,Pinot Grigio
US,88,19.0,Washington,Red Mountain,Sauvignon Blanc
US,88,20.0,California,Mendocino County,Viognier
US,88,45.0,Washington,Columbia Valley (WA),Red Blend
US,88,18.0,New York,Finger Lakes,Gewürztraminer
US,88,14.0,Washington,Rattlesnake Hills,Merlot
US,88,25.0,Washington,Horse Heaven Hills,Zinfandel
US,88,15.0,New York,Cayuga Lake,Riesling
US,92,47.0,Oregon,Dundee Hills,Pinot Noir
US,92,56.0,California,Russian River Valley,Pinot Noir
US,92,42.0,California,Paso Robles,Grenache
US,92,36.0,California,Santa Cruz Mountains,Cabernet Sauvignon
US,92,42.0,California,Alexander Valley,Chardonnay
US,92,75.0,California,Sonoma Valley,Cabernet Sauvignon
US,92,55.0,California,Oak Knoll District,Cabernet Sauvignon
US,92,18.0,Oregon,Willamette Valley,Pinot Gris
US,92,45.0,California,Howell Mountain,Sauvignon Blanc
US,92,40.0,California,Carneros,Chardonnay
US,92,29.0,California,Sta. Rita Hills,Chardonnay
US,92,38.0,California,Santa Barbara County,Syrah
US,92,42.0,California,Santa Ynez Valley,Syrah
US,92,60.0,California,Napa Valley,Merlot
US,92,26.0,Oregon,Willamette Valley,Pinot Noir
US,92,70.0,California,Sonoma Valley,Cabernet Sauvignon
US,92,60.0,California,Oak Knoll District,Cabernet Sauvignon
US,92,48.0,California,Sonoma Coast,Pinot Noir
US,89,22.0,California,Napa Valley,Chardonnay
US,89,17.0,New York,North Fork of Long Island,Chardonnay
US,89,38.0,California,Napa Valley,Chardonnay
US,89,23.0,Washington,Columbia Valley (WA),Red Blend
US,89,30.0,Washington,Wahluke Slope,Cabernet Franc
US,89,28.0,Washington,Walla Walla Valley (WA),Petit Verdot
US,89,28.0,Washington,Columbia Valley (WA),Chardonnay
US,89,35.0,California,Anderson Valley,Gewürztraminer
US,89,18.0,Washington,Columbia Valley (WA),Malbec
US,89,38.0,California,Sta. Rita Hills,Chardonnay
US,89,30.0,Washington,Horse Heaven Hills,Mourvèdre
US,89,25.0,California,Napa Valley,Semillon-Sauvignon Blanc
US,89,28.0,Washington,Walla Walla Valley (WA),Merlot
US,89,65.0,California,Lake County,Bordeaux-style Red Blend
US,90,42.0,Washington,Yakima Valley,Cabernet Sauvignon
US,90,42.0,California,Yountville,Syrah
US,90,19.0,California,Anderson Valley,Sparkling Blend
US,90,16.0,Washington,Columbia Valley (WA),Riesling
US,90,23.0,Washington,Washington,Chardonnay
US,90,26.0,California,Alexander Valley,Chardonnay
US,90,50.0,Washington,Columbia Valley (WA),Red Blend
US,90,19.0,California,Napa Valley,Sparkling Blend
US,90,16.0,Washington,Columbia Valley (WA),Sémillon
US,90,27.0,Washington,Columbia Valley (WA),Syrah
US,90,55.0,California,Napa,Cabernet Sauvignon
US,90,28.0,Washington,Columbia Valley (WA),Syrah
US,90,24.0,California,Carneros,Sparkling Blend
US,90,20.0,Washington,Columbia Valley (WA),Red Blend
US,90,45.0,California,Russian River Valley,Pinot Noir
US,90,26.0,California,Russian River Valley,Pinot Noir
US,90,35.0,California,Russian River Valley,Pinot Noir
US,90,18.0,Washington,Columbia Valley (WA),Chardonnay
US,90,9.0,Washington,Columbia Valley (WA),Fumé Blanc
US,90,20.0,Washington,Yakima Valley,Viognier
US,90,45.0,California,Russian River Valley,Pinot Noir
US,90,30.0,Washington,Columbia Valley (WA),Syrah
US,90,31.0,California,Central Coast,Pinot Noir
US,90,26.0,California,Sonoma County-Monterey County-Santa Barbara County,Chardonnay
US,90,25.0,California,Lake County,Petite Sirah
US,90,38.0,Washington,Red Mountain,Red Blend
US,90,40.0,California,Russian River Valley,Pinot Noir
US,87,29.0,California,Sonoma Coast,Pinot Noir
US,87,28.0,California,Sonoma County,Syrah
US,87,38.0,California,Dry Creek Valley,Merlot
US,87,16.0,California,Arroyo Seco,Gewürztraminer
US,87,18.0,California,Anderson Valley-Sonoma County-Cole Ranch,Chardonnay
US,87,18.0,California,Napa Valley,Merlot
US,87,11.0,California,Sonoma County,Merlot
US,87,25.0,California,Mount Veeder,Cabernet Sauvignon
US,87,32.0,California,Paso Robles,Zinfandel
US,87,31.0,California,Santa Lucia Highlands,Pinot Noir
US,87,29.0,California,Napa Valley,Merlot
US,87,19.0,California,Russian River Valley,Merlot
US,87,40.0,California,Napa Valley,Cabernet Sauvignon
US,87,16.0,California,Alexander Valley,Sauvignon Blanc
US,87,50.0,California,Monterey,Pinot Noir
US,87,38.0,California,Santa Ynez Valley,Syrah
US,87,23.0,California,Santa Barbara County,Viognier
US,87,48.0,California,Napa Valley,Cabernet Sauvignon
US,87,25.0,California,Napa Valley,Cabernet Sauvignon
US,87,20.0,California,Russian River Valley,Pinot Gris
US,87,20.0,California,Napa Valley,Sauvignon Blanc
US,91,100.0,California,Napa Valley,Cabernet Sauvignon
US,91,45.0,California,Sonoma County,Red Blend
US,91,80.0,California,Napa,Cabernet Sauvignon
US,91,26.0,California,St. Helena,Cabernet Sauvignon
US,90,6.0,California,California,Shiraz
US,90,5.0,California,California,Syrah
US,90,30.0,California,Sonoma Valley,Cabernet Sauvignon
US,90,60.0,California,Napa Valley,Cabernet Sauvignon
US,90,21.0,California,Livermore Valley,Bordeaux-style Red Blend
US,90,100.0,California,Rutherford,Red Blend
US,90,100.0,California,Sonoma County,Red Blend
US,90,16.0,California,Sonoma County,Cabernet Sauvignon
US,90,8.0,California,Sonoma Coast,Pinot Noir
US,90,35.0,California,Alexander Valley,Cabernet Sauvignon
US,90,38.0,California,Rutherford,Cabernet Sauvignon
US,90,20.0,California,Napa Valley,Cabernet Sauvignon
US,90,26.0,California,Napa Valley,Cabernet Sauvignon
US,90,21.0,California,Sonoma County,Cabernet Sauvignon
US,85,34.0,Washington,Wahluke Slope,Mourvèdre
US,85,18.0,California,Paso Robles,Syrah-Cabernet
US,85,36.0,California,Santa Cruz Mountains,Pinot Noir
US,85,24.0,California,St. Helena,Petite Sirah
US,85,15.0,California,Los Carneros,Pinot Noir
US,85,16.0,Washington,Columbia Valley (WA),Syrah
US,85,14.0,Washington,Yakima Valley,Merlot
US,85,13.0,Washington,Yakima Valley,Chardonnay
US,85,25.0,Washington,Walla Walla Valley (WA),Red Blend
US,85,20.0,California,Napa Valley,Cabernet Sauvignon
US,85,25.0,California,Santa Barbara County,Chardonnay
US,85,22.0,California,California,Red Blend
US,85,15.0,Washington,Red Mountain,Gewürztraminer
US,88,39.0,California,Los Carneros,Pinot Noir
US,88,23.0,New York,North Fork of Long Island,Sauvignon Blanc
US,88,16.0,New York,Finger Lakes,Riesling
US,88,13.0,Washington,Yakima Valley,Riesling
US,88,25.0,Virginia,Monticello,Pinotage
US,88,22.0,California,Central Coast,Sauvignon Blanc
US,88,20.0,Washington,Yakima Valley,Cabernet Sauvignon
US,88,55.0,Washington,Red Mountain,Red Blend
US,88,24.0,Washington,Columbia Valley (WA),Red Blend
US,88,25.0,Washington,Yakima Valley,Sauvignon Blanc
US,88,45.0,California,Sonoma Coast,Pinot Noir
US,88,30.0,Washington,Wahluke Slope,Merlot
US,88,25.0,New York,Cayuga Lake,Riesling
US,89,55.0,Washington,Yakima Valley,Bordeaux-style Red Blend
US,89,18.0,California,Central Coast,Chardonnay
US,89,38.0,Washington,Columbia Valley (WA),Bordeaux-style Red Blend
US,89,36.0,Washington,Wahluke Slope,Merlot
US,89,45.0,California,Santa Lucia Highlands,Chardonnay
US,89,26.0,California,Carmel Valley,Sauvignon Blanc
US,89,65.0,California,Napa Valley,Petite Sirah
US,89,30.0,California,Russian River Valley,Chardonnay
US,89,62.0,Washington,Red Mountain,Cabernet Sauvignon
US,90,30.0,Washington,Wahluke Slope,Syrah
US,90,52.0,California,Edna Valley,Pinot Noir
US,90,42.0,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,90,24.0,Washington,Horse Heaven Hills,Merlot
US,90,37.0,California,Green Valley,Sparkling Blend
US,90,28.0,California,Napa Valley,Bordeaux-style Red Blend
US,89,18.0,Washington,Columbia Valley (WA),White Blend
US,89,36.0,California,Sonoma Coast,Syrah
US,89,45.0,California,Russian River Valley,Pinot Noir
US,89,28.0,California,Sta. Rita Hills,Chardonnay
US,89,40.0,California,Napa Valley,Cabernet Sauvignon-Syrah
US,89,60.0,California,Napa Valley,Cabernet Sauvignon
US,89,15.0,California,Napa Valley,Red Blend
US,92,45.0,Oregon,Willamette Valley,Pinot Noir
US,92,35.0,California,Sta. Rita Hills,Pinot Noir
US,92,32.0,California,Carneros,Pinot Noir
US,92,48.0,California,Oak Knoll District,Merlot
US,92,28.0,California,Red Hills Lake County,G-S-M
US,92,46.0,California,California,Syrah
US,92,48.0,California,Russian River Valley,Pinot Noir
US,92,19.0,California,Monterey,Chardonnay
US,92,42.0,California,Paso Robles,Syrah
US,92,36.0,California,Santa Barbara County,Syrah
US,92,44.0,California,Sonoma Coast,Pinot Noir
US,92,175.0,California,Napa Valley,Cabernet Sauvignon
US,92,45.0,California,Napa Valley,Bordeaux-style Red Blend
US,91,65.0,Oregon,Dundee Hills,Pinot Noir
US,91,20.0,California,Lodi,Syrah
US,90,10.0,Washington,Columbia Valley (WA),Chardonnay
US,90,28.0,Washington,Columbia Valley (WA),Merlot
US,90,28.0,California,Rockpile,Zinfandel
US,90,25.0,Washington,Columbia Valley (WA),Cabernet Franc
US,90,48.0,California,Russian River Valley,Chardonnay
US,90,18.0,California,Carneros,Chardonnay
US,90,19.0,California,Sierra Foothills,Cabernet Franc
US,90,22.0,Washington,Red Mountain,Bordeaux-style Red Blend
US,90,50.0,Washington,Red Mountain,Red Blend
US,90,35.0,California,Santa Cruz Mountains,Chardonnay
US,90,30.0,Washington,Red Mountain,Bordeaux-style Red Blend
US,90,42.0,California,Sonoma Mountain,Pinot Noir
US,90,64.0,California,Oakville,Red Blend
US,90,30.0,California,Carneros,Chardonnay
US,89,42.0,California,Edna Valley,Syrah
US,89,28.0,Washington,Columbia Valley (WA),Merlot
US,88,36.0,California,Santa Lucia Highlands,Chardonnay
US,87,35.0,California,Russian River Valley,Chardonnay
US,87,18.0,California,Russian River Valley,Pinot Gris
US,87,25.0,California,Napa Valley,Viognier
US,87,16.0,California,Knights Valley,White Blend
US,87,20.0,California,Russian River Valley,Chardonnay
US,87,22.0,California,Sonoma Valley,Chardonnay
US,87,22.0,California,Sonoma Valley,Chardonnay
US,87,32.0,California,Napa Valley,Chardonnay
US,87,24.0,California,Paso Robles,White Blend
US,87,14.0,California,Sonoma County,Chardonnay
US,87,18.0,California,Santa Barbara County,Viognier
US,87,19.0,California,Paso Robles,Chardonnay
US,87,15.0,California,Amador County,Viognier
US,87,15.0,California,Sonoma County,Chardonnay
US,87,16.0,California,Central Coast,Chardonnay
US,87,17.0,California,Napa Valley,Chardonnay
US,87,50.0,California,Napa Valley,Chardonnay
US,87,25.0,California,Dunnigan Hills,Chardonnay
US,87,25.0,California,Alexander Valley,Chardonnay
US,87,16.0,California,Santa Barbara,Chardonnay
US,87,14.0,California,Sta. Rita Hills,Rosé
US,87,22.0,California,Monterey County,Rosé
US,87,14.0,California,Russian River Valley,Gewürztraminer
US,87,75.0,California,Napa Valley,Bordeaux-style Red Blend
US,87,75.0,California,Napa Valley,Cabernet Sauvignon
US,86,10.0,California,Sonoma County,Merlot
US,86,9.0,California,California,Syrah
US,86,16.0,California,Napa Valley,Sauvignon Blanc
US,86,10.0,California,Monterey,Sauvignon Blanc
US,86,32.0,California,Redwood Valley,Syrah
US,86,9.0,California,California,Pinot Noir
US,87,18.0,California,Sonoma County,Merlot
US,86,65.0,California,Napa Valley,Cabernet Sauvignon
US,86,17.0,California,Russian River Valley,Cabernet Sauvignon
US,86,52.0,California,Napa Valley,Bordeaux-style Red Blend
US,86,100.0,California,Napa Valley,Cabernet Sauvignon
US,86,20.0,California,Napa Valley,Pinot Grigio
US,86,36.0,California,Napa Valley,Merlot
US,86,39.0,California,Napa Valley,Cabernet Sauvignon
US,86,45.0,California,Santa Lucia Highlands,Pinot Noir
US,86,22.0,California,Santa Barbara County,Pinot Noir
US,86,28.0,California,San Pasqual,Rhône-style White Blend
US,86,50.0,California,Napa Valley,Merlot
US,86,32.0,California,Carneros,Pinot Noir
US,86,22.0,California,Santa Barbara County,Roussanne
US,85,40.0,California,Santa Cruz Mountains,Cabernet Sauvignon-Merlot
US,85,20.0,Washington,Walla Walla Valley (WA),Syrah
US,85,20.0,Washington,Chelan County,Pinot Gris
US,85,15.0,Washington,Columbia Valley (WA),Red Blend
US,85,18.0,California,Calaveras County,Grenache
US,85,10.0,Washington,Washington,Merlot
US,85,17.0,California,Napa Valley,Sauvignon Blanc
US,85,42.0,California,Russian River Valley,Pinot Noir
US,85,12.0,Washington,Columbia Valley (WA),Riesling
US,85,15.0,California,North Coast,Petite Sirah
US,85,28.0,Washington,Horse Heaven Hills,Merlot
US,85,50.0,California,Mount Veeder,Cabernet Sauvignon
US,85,18.0,California,Russian River Valley,Chardonnay
US,85,75.0,California,Napa Valley,Cabernet Sauvignon
US,90,24.0,California,Livermore Valley,Cabernet Sauvignon
US,90,75.0,California,Napa Valley,Cabernet Blend
US,90,20.0,California,Carmel Valley,Cabernet Sauvignon
US,90,28.0,California,Alexander Valley,Cabernet Sauvignon
US,90,40.0,California,Napa Valley,Cabernet Sauvignon
US,90,42.0,California,Russian River Valley,Cabernet Sauvignon
US,90,45.0,California,Napa Valley,Cabernet Sauvignon
US,90,36.0,California,Napa Valley,Cabernet Sauvignon
US,90,32.0,California,Paso Robles,Cabernet Sauvignon
US,90,50.0,California,Napa Valley,Red Blend
US,90,38.0,California,Napa Valley,Cabernet Sauvignon
US,89,18.0,California,Napa Valley,Cabernet Sauvignon
US,89,28.0,Washington,Washington,Cabernet Sauvignon
US,89,12.0,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,89,16.0,Washington,Columbia Valley (WA),Viognier
US,89,18.0,California,Dry Creek Valley,Rosé
US,89,40.0,Washington,Columbia Valley (WA),Red Blend
US,89,50.0,California,Livermore Valley,Petit Verdot
US,89,25.0,Washington,Washington,Cabernet Sauvignon
US,89,25.0,California,Livermore Valley,Mourvèdre
US,89,40.0,Washington,Columbia Valley (WA),Bordeaux-style Red Blend
US,89,18.0,California,Russian River Valley,Zinfandel
US,89,28.0,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,89,29.0,California,Dry Creek Valley,Zinfandel
US,89,35.0,California,Napa Valley,Cabernet Sauvignon
US,89,32.0,California,Sonoma Valley,Syrah-Cabernet
US,89,20.0,California,Santa Ynez Valley,Sauvignon Blanc
US,89,40.0,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,89,26.0,Washington,Columbia Valley (WA),Merlot
US,89,90.0,California,Shenandoah Valley (CA),Port
US,89,25.0,Washington,Washington,Merlot
US,88,25.0,Washington,Walla Walla Valley (WA),Sangiovese
US,88,28.0,Washington,Columbia Valley (WA),Malbec
US,88,20.0,California,Santa Maria Valley,Chenin Blanc
US,91,25.0,California,Santa Barbara County,Rhône-style Red Blend
US,91,30.0,Oregon,Willamette Valley,Chardonnay
US,91,55.0,California,Sonoma Coast,Chardonnay
US,91,40.0,California,California,Syrah
US,91,33.0,California,Russian River Valley,Zinfandel
US,91,38.0,Oregon,Willamette Valley,Pinot Noir
US,91,45.0,Oregon,Willamette Valley,Pinot Noir
US,91,38.0,California,Sonoma Coast,Chardonnay
US,91,38.0,California,Santa Maria Valley,Pinot Noir
US,91,35.0,California,Happy Canyon of Santa Barbara,Sauvignon Blanc
US,91,32.0,California,Carneros,Pinot Noir
US,89,28.0,Washington,Columbia Valley (WA),Merlot
US,89,34.0,California,Sonoma County,Pinot Noir
US,89,35.0,California,Santa Cruz Mountains,Pinot Noir
US,89,24.0,Washington,Columbia Valley (WA),Merlot
US,89,25.0,Washington,Columbia Valley (WA),Merlot
US,89,35.0,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,89,65.0,California,Alexander Valley,Cabernet Sauvignon
US,89,18.0,Washington,Columbia Valley (WA),Syrah
US,89,17.0,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,89,10.0,Washington,Columbia Valley (WA),Sauvignon Blanc
US,89,28.0,Washington,Washington,Bordeaux-style Red Blend
US,85,15.0,California,Nevada County,Cabernet Franc
US,85,17.0,California,El Dorado County,Grenache
US,85,44.0,California,Amador County,Zinfandel
US,85,9.0,California,Alexander Valley,Chenin Blanc
US,85,28.0,California,Paso Robles,Zinfandel
US,85,24.0,California,Arroyo Seco,Pinot Blanc
US,85,17.0,California,Sonoma County,Zinfandel
US,85,14.0,California,California,Rhône-style Red Blend
US,85,20.0,California,Paso Robles,Zinfandel
US,84,28.0,California,Dry Creek Valley,Zinfandel
US,84,10.0,California,California,Pinot Noir
US,84,11.0,California,California,Sauvignon Blanc
US,84,24.0,California,Sonoma Valley,Viognier
US,84,14.0,California,California,Sangiovese
US,84,10.0,California,California,Zinfandel
US,86,55.0,California,Napa Valley,Cabernet Sauvignon
US,86,14.0,California,Monterey,White Riesling
US,86,14.0,California,Sonoma County,Chardonnay
US,86,17.0,California,Napa Valley,Cabernet Sauvignon
US,86,18.0,California,Sonoma Valley,Merlot
US,86,32.0,California,Sonoma County,Red Blend
US,86,15.0,California,Sonoma County,Sauvignon Blanc
US,86,14.0,California,Napa Valley,Zinfandel
US,86,20.0,California,Santa Barbara County,Syrah
US,86,16.0,California,Lodi,Red Blend
US,85,13.0,California,Sonoma County,Fumé Blanc
US,89,75.0,California,Rutherford,Chardonnay
US,89,18.0,Washington,Columbia Valley (WA),Sauvignon Blanc
US,89,36.0,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,89,24.0,New York,North Fork of Long Island,Chardonnay
US,89,155.0,California,Sonoma County,Bordeaux-style Red Blend
US,88,24.0,Washington,Walla Walla Valley (WA),Red Blend
US,88,40.0,California,Mendocino,Meritage
US,88,55.0,California,Santa Lucia Highlands,Pinot Noir
US,88,60.0,California,Sta. Rita Hills,Pinot Noir
US,88,11.0,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,88,24.0,California,Russian River Valley,Chardonnay
US,88,38.0,Washington,Wahluke Slope,Syrah
US,88,38.0,Washington,Yakima Valley,Bordeaux-style Red Blend
US,88,22.0,California,Napa Valley,Pinot Grigio
US,88,28.0,California,Sierra Foothills,Cabernet Franc
US,88,30.0,California,Santa Ynez Valley,Syrah
US,88,95.0,California,Knights Valley,Cabernet Sauvignon
US,88,35.0,California,Carneros,Pinot Noir
US,88,35.0,California,Napa Valley,Cabernet Sauvignon
US,88,25.0,California,Napa Valley,Sauvignon Blanc
US,88,24.0,Washington,Columbia Valley (WA),Merlot
US,88,16.0,Washington,Columbia Valley (WA),Viognier
US,88,14.0,Washington,Columbia Valley (WA),Pinot Gris
US,88,48.0,California,Alexander Valley,Cabernet Franc
US,88,20.0,California,Paso Robles,Rhône-style Red Blend
US,88,30.0,Washington,Yakima Valley,Merlot
US,88,45.0,California,Russian River Valley,Pinot Noir
US,88,22.0,California,Napa Valley,Merlot
US,88,85.0,California,Napa Valley,Merlot
US,88,22.0,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,91,24.0,Oregon,Willamette Valley,Pinot Noir
US,91,19.0,California,Oakville,Cabernet Sauvignon
US,91,36.0,California,California,Syrah
US,91,50.0,Oregon,Yamhill-Carlton District,Pinot Noir
US,91,22.0,California,Oak Knoll District,Riesling
US,91,75.0,Oregon,Willamette Valley,Pinot Noir
US,91,45.0,Oregon,Chehalem Mountains,Pinot Noir
US,91,80.0,California,Napa,Bordeaux-style Red Blend
US,91,28.0,Oregon,Willamette Valley,Pinot Gris
US,91,175.0,California,Napa Valley,Cabernet Sauvignon
US,91,30.0,Oregon,Umpqua Valley,Syrah
US,91,59.0,California,Santa Maria Valley,Pinot Noir
US,91,45.0,California,Napa Valley,Cabernet Sauvignon
US,91,60.0,Oregon,Chehalem Mountains,Pinot Noir
US,89,22.0,Washington,Horse Heaven Hills,Merlot
US,89,17.0,Washington,Columbia Valley (WA),Chardonnay
US,89,40.0,California,Napa Valley,Bordeaux-style Red Blend
US,89,60.0,California,Napa Valley,Cabernet Sauvignon
US,89,29.0,California,Santa Barbara,Syrah
US,89,20.0,Washington,Columbia Valley (WA),Merlot
US,89,35.0,Washington,Columbia Valley (WA),Bordeaux-style Red Blend
US,89,42.0,California,Russian River Valley,Pinot Noir
US,89,20.0,Washington,Horse Heaven Hills,Petite Sirah
US,89,13.0,Washington,Columbia Valley (WA),Pinot Gris
US,89,28.0,Washington,Columbia Valley (WA),Syrah
US,89,32.0,Washington,Columbia Valley (WA),Syrah
US,89,22.0,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,88,28.0,Washington,Walla Walla Valley (WA),Chardonnay
US,88,15.0,Washington,Columbia Valley (WA),Sauvignon Blanc
US,84,12.0,California,Santa Barbara County,Sauvignon Blanc
US,84,12.0,California,Monterey County,Pinot Blanc
US,84,16.0,California,El Dorado,Viognier
US,84,38.0,California,Paso Robles,Primitivo
US,84,28.0,California,Paso Robles,Zinfandel
US,84,14.0,California,Anderson Valley,Sauvignon Blanc
US,84,14.0,California,Anderson Valley,Gewürztraminer
US,84,15.0,California,El Dorado,Marsanne
US,84,12.0,California,California,Sauvignon Blanc
US,83,28.0,California,Russian River Valley,Zinfandel
US,83,24.0,California,Mendocino County,Zinfandel
US,82,13.0,California,Central Coast,Pinot Noir
US,82,16.0,California,California,Viognier
US,82,22.0,California,Sonoma Coast,Pinot Noir
US,82,12.0,California,Nevada County,Sauvignon Blanc
US,82,14.0,California,Mendocino County,Zinfandel
US,96,35.0,California,Alexander Valley,Chardonnay
US,96,90.0,California,Napa Valley,Bordeaux-style Red Blend
US,95,85.0,California,Oakville,Cabernet Sauvignon
US,94,55.0,California,Rutherford,Cabernet Sauvignon
US,85,29.0,California,Russian River Valley,Pinot Noir
US,85,24.0,California,Napa Valley,Sauvignon Blanc
US,85,40.0,California,Santa Ynez Valley,Syrah
US,85,10.0,California,Paso Robles,Muscat Canelli
US,85,20.0,California,Howell Mountain,Zinfandel
US,85,18.0,California,Paso Robles,Zinfandel
US,85,50.0,California,Napa Valley,Merlot
US,85,20.0,California,Sonoma Valley,Cabernet Sauvignon
US,85,35.0,California,Napa Valley,Zinfandel
US,85,20.0,California,Sonoma-Napa,Bordeaux-style Red Blend
US,85,25.0,California,Napa Valley,Cabernet Sauvignon
US,85,75.0,California,Napa Valley,Cabernet Sauvignon
US,85,12.0,California,California,Chardonnay
US,85,9.0,California,California,Cabernet Sauvignon
US,85,15.0,California,Sonoma County,Pinot Blanc
US,85,20.0,California,Lodi,Viognier
US,85,16.0,California,Russian River Valley,Sauvignon Blanc
US,85,35.0,California,Napa Valley,Chardonnay
US,85,32.0,California,Napa Valley,Syrah
US,85,16.0,California,Russian River Valley,Chardonnay
US,88,30.0,California,Anderson Valley,Pinot Noir
US,88,24.0,California,Sonoma County,Cabernet Sauvignon
US,88,20.0,Washington,Washington,Chardonnay
US,88,31.0,California,Green Valley,Sparkling Blend
US,88,30.0,California,Marin County,Pinot Noir
US,88,25.0,California,Paso Robles,Bordeaux-style Red Blend
US,88,18.0,Washington,Yakima Valley,Red Blend
US,88,18.0,Washington,Columbia Valley (WA),Viognier
US,88,40.0,California,Santa Lucia Highlands,Pinot Noir
US,87,60.0,California,Napa Valley,Cabernet Sauvignon
US,87,18.0,Washington,Columbia Valley (WA),Red Blend
US,87,15.0,California,California,Orange Muscat
US,88,15.0,California,Lake County-Mendocino County,Riesling
US,88,25.0,Washington,Columbia Valley (WA),Carignan-Grenache
US,88,28.0,Washington,Yakima Valley,Cabernet Sauvignon
US,88,75.0,California,Sta. Rita Hills,Pinot Noir
US,88,20.0,California,Happy Canyon of Santa Barbara,Sauvignon Blanc
US,88,30.0,California,Sierra Foothills,Cabernet Franc
US,88,40.0,California,Edna Valley,Pinot Noir
US,88,55.0,Washington,Red Mountain,Bordeaux-style Red Blend
US,88,24.0,Washington,Yakima Valley,Syrah
US,88,45.0,California,Santa Lucia Highlands,Chardonnay
US,91,35.0,California,Arroyo Seco,Pinot Noir
US,91,22.0,Oregon,Southern Oregon,Pinot Blanc
US,91,45.0,Oregon,Willamette Valley,Pinot Noir
US,91,95.0,California,Napa Valley,Cabernet Sauvignon
US,91,52.0,California,Dry Creek Valley,Zinfandel
US,91,56.0,California,California,Syrah
US,91,150.0,California,Napa Valley,Bordeaux-style Red Blend
US,90,15.0,Oregon,Willamette Valley,Chardonnay
US,90,23.0,California,Sonoma Coast,Chardonnay
US,90,48.0,California,Russian River Valley,Pinot Noir
US,90,16.0,Oregon,Umpqua Valley,Pinot Gris
US,90,35.0,California,Carneros,Syrah
US,90,19.0,Oregon,Chehalem Mountains,Riesling
US,90,18.0,Oregon,Willamette Valley,Pinot Gris
US,90,35.0,Oregon,McMinnville,Pinot Noir
US,90,35.0,California,Santa Maria Valley,Chardonnay
US,88,11.0,Washington,Columbia Valley (WA),Merlot
US,88,21.0,California,Napa Valley,Pinot Grigio
US,88,15.0,Washington,Washington,Red Blend
US,88,38.0,California,Russian River Valley,Pinot Noir
US,88,35.0,California,Dry Creek Valley,Cabernet Sauvignon
US,88,20.0,Washington,Columbia Valley (WA),Chardonnay
US,88,15.0,Washington,Horse Heaven Hills,Sauvignon Blanc
US,88,24.0,California,Edna Valley,Chardonnay
US,88,10.0,Washington,Columbia Valley (WA),Red Blend
US,88,14.0,Washington,Columbia Valley (WA),Sauvignon Blanc
